target,replicate,fastq1,fastq2,control1,control2
YBX3-human,1,https://www.encodeproject.org/files/ENCFF276AYD/@@download/ENCFF276AYD.fastq.gz,https://www.encodeproject.org/files/ENCFF519SRC/@@download/ENCFF519SRC.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
YBX3-human,2,https://www.encodeproject.org/files/ENCFF504AIH/@@download/ENCFF504AIH.fastq.gz,https://www.encodeproject.org/files/ENCFF590TAH/@@download/ENCFF590TAH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ZBTB2-human,1,https://www.encodeproject.org/files/ENCFF223BRR/@@download/ENCFF223BRR.fastq.gz,https://www.encodeproject.org/files/ENCFF839NSQ/@@download/ENCFF839NSQ.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
ZBTB2-human,2,https://www.encodeproject.org/files/ENCFF796XXQ/@@download/ENCFF796XXQ.fastq.gz,https://www.encodeproject.org/files/ENCFF920GKJ/@@download/ENCFF920GKJ.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
ZBTB33-human,1,https://www.encodeproject.org/files/ENCFF094FKH/@@download/ENCFF094FKH.fastq.gz,https://www.encodeproject.org/files/ENCFF968SHS/@@download/ENCFF968SHS.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
ZBTB33-human,2,https://www.encodeproject.org/files/ENCFF189UUN/@@download/ENCFF189UUN.fastq.gz,https://www.encodeproject.org/files/ENCFF332XKO/@@download/ENCFF332XKO.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ZBTB40-human,1,https://www.encodeproject.org/files/ENCFF297TMP/@@download/ENCFF297TMP.fastq.gz,https://www.encodeproject.org/files/ENCFF673KNX/@@download/ENCFF673KNX.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ZBTB40-human,2,https://www.encodeproject.org/files/ENCFF520UHF/@@download/ENCFF520UHF.fastq.gz,https://www.encodeproject.org/files/ENCFF687MII/@@download/ENCFF687MII.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
ZBTB5-human,1,https://www.encodeproject.org/files/ENCFF428KVQ/@@download/ENCFF428KVQ.fastq.gz,https://www.encodeproject.org/files/ENCFF845NIC/@@download/ENCFF845NIC.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ZBTB5-human,2,https://www.encodeproject.org/files/ENCFF543AIK/@@download/ENCFF543AIK.fastq.gz,https://www.encodeproject.org/files/ENCFF865YPR/@@download/ENCFF865YPR.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ZBTB5-human,3,https://www.encodeproject.org/files/ENCFF637DCS/@@download/ENCFF637DCS.fastq.gz,https://www.encodeproject.org/files/ENCFF813FAX/@@download/ENCFF813FAX.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ZBTB5-human,4,https://www.encodeproject.org/files/ENCFF730YIK/@@download/ENCFF730YIK.fastq.gz,https://www.encodeproject.org/files/ENCFF861REO/@@download/ENCFF861REO.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
ZBTB8A-human,1,https://www.encodeproject.org/files/ENCFF438QQH/@@download/ENCFF438QQH.fastq.gz,https://www.encodeproject.org/files/ENCFF933DHP/@@download/ENCFF933DHP.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz
ZBTB8A-human,2,https://www.encodeproject.org/files/ENCFF522KRF/@@download/ENCFF522KRF.fastq.gz,https://www.encodeproject.org/files/ENCFF891NFG/@@download/ENCFF891NFG.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz
ZC3H8-human,1,https://www.encodeproject.org/files/ENCFF031OAX/@@download/ENCFF031OAX.fastq.gz,https://www.encodeproject.org/files/ENCFF901OGE/@@download/ENCFF901OGE.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
ZC3H8-human,2,https://www.encodeproject.org/files/ENCFF172ORX/@@download/ENCFF172ORX.fastq.gz,https://www.encodeproject.org/files/ENCFF721BBC/@@download/ENCFF721BBC.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
ZC3H8-human,3,https://www.encodeproject.org/files/ENCFF243CTR/@@download/ENCFF243CTR.fastq.gz,https://www.encodeproject.org/files/ENCFF769QGV/@@download/ENCFF769QGV.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ZC3H8-human,4,https://www.encodeproject.org/files/ENCFF354CCL/@@download/ENCFF354CCL.fastq.gz,https://www.encodeproject.org/files/ENCFF832AWU/@@download/ENCFF832AWU.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ZEB2-human,1,https://www.encodeproject.org/files/ENCFF030EJQ/@@download/ENCFF030EJQ.fastq.gz,https://www.encodeproject.org/files/ENCFF845NVE/@@download/ENCFF845NVE.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
ZEB2-human,2,https://www.encodeproject.org/files/ENCFF239XFD/@@download/ENCFF239XFD.fastq.gz,https://www.encodeproject.org/files/ENCFF843QOR/@@download/ENCFF843QOR.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
ZEB2-human,3,https://www.encodeproject.org/files/ENCFF349FIQ/@@download/ENCFF349FIQ.fastq.gz,https://www.encodeproject.org/files/ENCFF845FIV/@@download/ENCFF845FIV.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ZEB2-human,4,https://www.encodeproject.org/files/ENCFF776VEC/@@download/ENCFF776VEC.fastq.gz,https://www.encodeproject.org/files/ENCFF824ADC/@@download/ENCFF824ADC.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
ZFP91-human,1,https://www.encodeproject.org/files/ENCFF321WHZ/@@download/ENCFF321WHZ.fastq.gz,https://www.encodeproject.org/files/ENCFF905FGU/@@download/ENCFF905FGU.fastq.gz,https://www.encodeproject.org/files/ENCFF240DTE/@@download/ENCFF240DTE.fastq.gz,https://www.encodeproject.org/files/ENCFF608MDV/@@download/ENCFF608MDV.fastq.gz
ZFP91-human,2,https://www.encodeproject.org/files/ENCFF715YUU/@@download/ENCFF715YUU.fastq.gz,https://www.encodeproject.org/files/ENCFF717UVU/@@download/ENCFF717UVU.fastq.gz,https://www.encodeproject.org/files/ENCFF410PHD/@@download/ENCFF410PHD.fastq.gz,https://www.encodeproject.org/files/ENCFF368UOC/@@download/ENCFF368UOC.fastq.gz
ZNF184-human,1,https://www.encodeproject.org/files/ENCFF082KHS/@@download/ENCFF082KHS.fastq.gz,https://www.encodeproject.org/files/ENCFF118URY/@@download/ENCFF118URY.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ZNF184-human,2,https://www.encodeproject.org/files/ENCFF126NLO/@@download/ENCFF126NLO.fastq.gz,https://www.encodeproject.org/files/ENCFF358CMD/@@download/ENCFF358CMD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ZNF184-human,3,https://www.encodeproject.org/files/ENCFF264CHQ/@@download/ENCFF264CHQ.fastq.gz,https://www.encodeproject.org/files/ENCFF880UNP/@@download/ENCFF880UNP.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ZNF184-human,4,https://www.encodeproject.org/files/ENCFF432KKI/@@download/ENCFF432KKI.fastq.gz,https://www.encodeproject.org/files/ENCFF971GFY/@@download/ENCFF971GFY.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ZNF24-human,1,https://www.encodeproject.org/files/ENCFF157JAL/@@download/ENCFF157JAL.fastq.gz,https://www.encodeproject.org/files/ENCFF977AJQ/@@download/ENCFF977AJQ.fastq.gz,https://www.encodeproject.org/files/ENCFF746XJG/@@download/ENCFF746XJG.fastq.gz,https://www.encodeproject.org/files/ENCFF338LYQ/@@download/ENCFF338LYQ.fastq.gz
ZNF24-human,2,https://www.encodeproject.org/files/ENCFF241YMF/@@download/ENCFF241YMF.fastq.gz,https://www.encodeproject.org/files/ENCFF941CCE/@@download/ENCFF941CCE.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
ZNF24-human,3,https://www.encodeproject.org/files/ENCFF292TZE/@@download/ENCFF292TZE.fastq.gz,https://www.encodeproject.org/files/ENCFF710ZBC/@@download/ENCFF710ZBC.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
ZNF24-human,4,https://www.encodeproject.org/files/ENCFF294CYY/@@download/ENCFF294CYY.fastq.gz,https://www.encodeproject.org/files/ENCFF546WQO/@@download/ENCFF546WQO.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ZNF24-human,5,https://www.encodeproject.org/files/ENCFF615CRG/@@download/ENCFF615CRG.fastq.gz,https://www.encodeproject.org/files/ENCFF718HUU/@@download/ENCFF718HUU.fastq.gz,https://www.encodeproject.org/files/ENCFF746XJG/@@download/ENCFF746XJG.fastq.gz,https://www.encodeproject.org/files/ENCFF338LYQ/@@download/ENCFF338LYQ.fastq.gz
ZNF24-human,6,https://www.encodeproject.org/files/ENCFF645HBN/@@download/ENCFF645HBN.fastq.gz,https://www.encodeproject.org/files/ENCFF890KLF/@@download/ENCFF890KLF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ZNF24-human,7,https://www.encodeproject.org/files/ENCFF711HKZ/@@download/ENCFF711HKZ.fastq.gz,https://www.encodeproject.org/files/ENCFF715IBV/@@download/ENCFF715IBV.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
ZNF24-human,8,https://www.encodeproject.org/files/ENCFF931UCZ/@@download/ENCFF931UCZ.fastq.gz,https://www.encodeproject.org/files/ENCFF965QBT/@@download/ENCFF965QBT.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
ZNF280A-human,1,https://www.encodeproject.org/files/ENCFF248HYP/@@download/ENCFF248HYP.fastq.gz,https://www.encodeproject.org/files/ENCFF824XIN/@@download/ENCFF824XIN.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ZNF280A-human,2,https://www.encodeproject.org/files/ENCFF432GOG/@@download/ENCFF432GOG.fastq.gz,https://www.encodeproject.org/files/ENCFF580CTA/@@download/ENCFF580CTA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ZNF282-human,1,https://www.encodeproject.org/files/ENCFF222CTH/@@download/ENCFF222CTH.fastq.gz,https://www.encodeproject.org/files/ENCFF908NRM/@@download/ENCFF908NRM.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ZNF282-human,2,https://www.encodeproject.org/files/ENCFF455ZRR/@@download/ENCFF455ZRR.fastq.gz,https://www.encodeproject.org/files/ENCFF899JCN/@@download/ENCFF899JCN.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ZNF316-human,1,https://www.encodeproject.org/files/ENCFF107ZQT/@@download/ENCFF107ZQT.fastq.gz,https://www.encodeproject.org/files/ENCFF387RWU/@@download/ENCFF387RWU.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ZNF316-human,2,https://www.encodeproject.org/files/ENCFF121HAM/@@download/ENCFF121HAM.fastq.gz,https://www.encodeproject.org/files/ENCFF890FRG/@@download/ENCFF890FRG.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz
ZNF316-human,3,https://www.encodeproject.org/files/ENCFF228VAR/@@download/ENCFF228VAR.fastq.gz,https://www.encodeproject.org/files/ENCFF739VNU/@@download/ENCFF739VNU.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
ZNF316-human,4,https://www.encodeproject.org/files/ENCFF308CZX/@@download/ENCFF308CZX.fastq.gz,https://www.encodeproject.org/files/ENCFF786NXV/@@download/ENCFF786NXV.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz
ZNF316-human,5,https://www.encodeproject.org/files/ENCFF323VNN/@@download/ENCFF323VNN.fastq.gz,https://www.encodeproject.org/files/ENCFF885ZFG/@@download/ENCFF885ZFG.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ZNF318-human,1,https://www.encodeproject.org/files/ENCFF165TPB/@@download/ENCFF165TPB.fastq.gz,https://www.encodeproject.org/files/ENCFF186WPX/@@download/ENCFF186WPX.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ZNF318-human,2,https://www.encodeproject.org/files/ENCFF187NIJ/@@download/ENCFF187NIJ.fastq.gz,https://www.encodeproject.org/files/ENCFF252HPP/@@download/ENCFF252HPP.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz
ZNF318-human,3,https://www.encodeproject.org/files/ENCFF328DHW/@@download/ENCFF328DHW.fastq.gz,https://www.encodeproject.org/files/ENCFF370TGN/@@download/ENCFF370TGN.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ZNF318-human,4,https://www.encodeproject.org/files/ENCFF610TGH/@@download/ENCFF610TGH.fastq.gz,https://www.encodeproject.org/files/ENCFF976NWF/@@download/ENCFF976NWF.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz
ZNF354B-human,1,https://www.encodeproject.org/files/ENCFF132GDV/@@download/ENCFF132GDV.fastq.gz,https://www.encodeproject.org/files/ENCFF407ICD/@@download/ENCFF407ICD.fastq.gz,https://www.encodeproject.org/files/ENCFF337NMZ/@@download/ENCFF337NMZ.fastq.gz,https://www.encodeproject.org/files/ENCFF337NMZ/@@download/ENCFF337NMZ.fastq.gz
ZNF354B-human,2,https://www.encodeproject.org/files/ENCFF185PQG/@@download/ENCFF185PQG.fastq.gz,https://www.encodeproject.org/files/ENCFF835TQN/@@download/ENCFF835TQN.fastq.gz,https://www.encodeproject.org/files/ENCFF337NMZ/@@download/ENCFF337NMZ.fastq.gz,https://www.encodeproject.org/files/ENCFF337NMZ/@@download/ENCFF337NMZ.fastq.gz
ZNF407-human,1,https://www.encodeproject.org/files/ENCFF065DPP/@@download/ENCFF065DPP.fastq.gz,https://www.encodeproject.org/files/ENCFF645KUF/@@download/ENCFF645KUF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ZNF407-human,2,https://www.encodeproject.org/files/ENCFF202KVA/@@download/ENCFF202KVA.fastq.gz,https://www.encodeproject.org/files/ENCFF235SEI/@@download/ENCFF235SEI.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
ZNF407-human,3,https://www.encodeproject.org/files/ENCFF253FCU/@@download/ENCFF253FCU.fastq.gz,https://www.encodeproject.org/files/ENCFF379LAP/@@download/ENCFF379LAP.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ZNF407-human,4,https://www.encodeproject.org/files/ENCFF678SZB/@@download/ENCFF678SZB.fastq.gz,https://www.encodeproject.org/files/ENCFF864KXI/@@download/ENCFF864KXI.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ZNF507-human,1,https://www.encodeproject.org/files/ENCFF240EGC/@@download/ENCFF240EGC.fastq.gz,https://www.encodeproject.org/files/ENCFF905PWR/@@download/ENCFF905PWR.fastq.gz,https://www.encodeproject.org/files/ENCFF091IYB/@@download/ENCFF091IYB.fastq.gz,https://www.encodeproject.org/files/ENCFF091IYB/@@download/ENCFF091IYB.fastq.gz
ZNF507-human,2,https://www.encodeproject.org/files/ENCFF306MYT/@@download/ENCFF306MYT.fastq.gz,https://www.encodeproject.org/files/ENCFF574SDW/@@download/ENCFF574SDW.fastq.gz,https://www.encodeproject.org/files/ENCFF091IYB/@@download/ENCFF091IYB.fastq.gz,https://www.encodeproject.org/files/ENCFF091IYB/@@download/ENCFF091IYB.fastq.gz
ZNF512-human,1,https://www.encodeproject.org/files/ENCFF055XKT/@@download/ENCFF055XKT.fastq.gz,https://www.encodeproject.org/files/ENCFF968UUM/@@download/ENCFF968UUM.fastq.gz,https://www.encodeproject.org/files/ENCFF144ZOK/@@download/ENCFF144ZOK.fastq.gz,https://www.encodeproject.org/files/ENCFF144ZOK/@@download/ENCFF144ZOK.fastq.gz
ZNF512-human,2,https://www.encodeproject.org/files/ENCFF123LEB/@@download/ENCFF123LEB.fastq.gz,https://www.encodeproject.org/files/ENCFF229NRD/@@download/ENCFF229NRD.fastq.gz,https://www.encodeproject.org/files/ENCFF144ZOK/@@download/ENCFF144ZOK.fastq.gz,https://www.encodeproject.org/files/ENCFF144ZOK/@@download/ENCFF144ZOK.fastq.gz
ZNF592-human,1,https://www.encodeproject.org/files/ENCFF283GNM/@@download/ENCFF283GNM.fastq.gz,https://www.encodeproject.org/files/ENCFF451RCX/@@download/ENCFF451RCX.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz
ZNF592-human,2,https://www.encodeproject.org/files/ENCFF669OSV/@@download/ENCFF669OSV.fastq.gz,https://www.encodeproject.org/files/ENCFF706KLP/@@download/ENCFF706KLP.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz
ZNF639-human,1,https://www.encodeproject.org/files/ENCFF124FJO/@@download/ENCFF124FJO.fastq.gz,https://www.encodeproject.org/files/ENCFF497YJP/@@download/ENCFF497YJP.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
ZNF639-human,2,https://www.encodeproject.org/files/ENCFF187CTD/@@download/ENCFF187CTD.fastq.gz,https://www.encodeproject.org/files/ENCFF300NMV/@@download/ENCFF300NMV.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ZNF639-human,3,https://www.encodeproject.org/files/ENCFF593NHM/@@download/ENCFF593NHM.fastq.gz,https://www.encodeproject.org/files/ENCFF781IDS/@@download/ENCFF781IDS.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ZNF639-human,4,https://www.encodeproject.org/files/ENCFF654QNS/@@download/ENCFF654QNS.fastq.gz,https://www.encodeproject.org/files/ENCFF910ZOL/@@download/ENCFF910ZOL.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
ZNF740-human,1,https://www.encodeproject.org/files/ENCFF111REI/@@download/ENCFF111REI.fastq.gz,https://www.encodeproject.org/files/ENCFF554XIX/@@download/ENCFF554XIX.fastq.gz,https://www.encodeproject.org/files/ENCFF055UND/@@download/ENCFF055UND.fastq.gz,https://www.encodeproject.org/files/ENCFF055UND/@@download/ENCFF055UND.fastq.gz
ZNF740-human,2,https://www.encodeproject.org/files/ENCFF607RXB/@@download/ENCFF607RXB.fastq.gz,https://www.encodeproject.org/files/ENCFF633AET/@@download/ENCFF633AET.fastq.gz,https://www.encodeproject.org/files/ENCFF055UND/@@download/ENCFF055UND.fastq.gz,https://www.encodeproject.org/files/ENCFF055UND/@@download/ENCFF055UND.fastq.gz
ZNF830-human,1,https://www.encodeproject.org/files/ENCFF073TIY/@@download/ENCFF073TIY.fastq.gz,https://www.encodeproject.org/files/ENCFF415BMN/@@download/ENCFF415BMN.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz
ZNF830-human,2,https://www.encodeproject.org/files/ENCFF167GOB/@@download/ENCFF167GOB.fastq.gz,https://www.encodeproject.org/files/ENCFF340GSU/@@download/ENCFF340GSU.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz
ZNF830-human,3,https://www.encodeproject.org/files/ENCFF502MLY/@@download/ENCFF502MLY.fastq.gz,https://www.encodeproject.org/files/ENCFF921RGY/@@download/ENCFF921RGY.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz
ZNF830-human,4,https://www.encodeproject.org/files/ENCFF556XCJ/@@download/ENCFF556XCJ.fastq.gz,https://www.encodeproject.org/files/ENCFF886VXN/@@download/ENCFF886VXN.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz
ZSCAN29-human,1,https://www.encodeproject.org/files/ENCFF025FSC/@@download/ENCFF025FSC.fastq.gz,https://www.encodeproject.org/files/ENCFF368UTN/@@download/ENCFF368UTN.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ZSCAN29-human,2,https://www.encodeproject.org/files/ENCFF412VSI/@@download/ENCFF412VSI.fastq.gz,https://www.encodeproject.org/files/ENCFF684YTI/@@download/ENCFF684YTI.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
