target,replicate,fastq1,fastq2,control1,control2
HDAC1-human,5,https://www.encodeproject.org/files/ENCFF512DGF/@@download/ENCFF512DGF.fastq.gz,https://www.encodeproject.org/files/ENCFF988QDS/@@download/ENCFF988QDS.fastq.gz,n/a,n/a
HDAC1-human,6,https://www.encodeproject.org/files/ENCFF517OWM/@@download/ENCFF517OWM.fastq.gz,https://www.encodeproject.org/files/ENCFF871YPD/@@download/ENCFF871YPD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
HDAC1-human,7,https://www.encodeproject.org/files/ENCFF814BAR/@@download/ENCFF814BAR.fastq.gz,https://www.encodeproject.org/files/ENCFF992PSP/@@download/ENCFF992PSP.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
HDAC1-human,8,https://www.encodeproject.org/files/ENCFF895UGJ/@@download/ENCFF895UGJ.fastq.gz,https://www.encodeproject.org/files/ENCFF910QTP/@@download/ENCFF910QTP.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz
HDAC2-human,1,https://www.encodeproject.org/files/ENCFF236GZM/@@download/ENCFF236GZM.fastq.gz,https://www.encodeproject.org/files/ENCFF395GMN/@@download/ENCFF395GMN.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
HDAC2-human,2,https://www.encodeproject.org/files/ENCFF359AZP/@@download/ENCFF359AZP.fastq.gz,https://www.encodeproject.org/files/ENCFF361JMR/@@download/ENCFF361JMR.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
HDAC2-human,3,https://www.encodeproject.org/files/ENCFF362ZRF/@@download/ENCFF362ZRF.fastq.gz,https://www.encodeproject.org/files/ENCFF896IZU/@@download/ENCFF896IZU.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
HDAC2-human,4,https://www.encodeproject.org/files/ENCFF741IHV/@@download/ENCFF741IHV.fastq.gz,https://www.encodeproject.org/files/ENCFF990UUV/@@download/ENCFF990UUV.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
HDAC3-human,1,https://www.encodeproject.org/files/ENCFF369MSV/@@download/ENCFF369MSV.fastq.gz,https://www.encodeproject.org/files/ENCFF770NDG/@@download/ENCFF770NDG.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz
HDAC3-human,2,https://www.encodeproject.org/files/ENCFF908SKY/@@download/ENCFF908SKY.fastq.gz,https://www.encodeproject.org/files/ENCFF942ZRE/@@download/ENCFF942ZRE.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz
HDAC8-human,1,https://www.encodeproject.org/files/ENCFF351UCM/@@download/ENCFF351UCM.fastq.gz,https://www.encodeproject.org/files/ENCFF393ANW/@@download/ENCFF393ANW.fastq.gz,https://www.encodeproject.org/files/ENCFF743SMH/@@download/ENCFF743SMH.fastq.gz,https://www.encodeproject.org/files/ENCFF047NSE/@@download/ENCFF047NSE.fastq.gz
HDAC8-human,2,https://www.encodeproject.org/files/ENCFF391EFO/@@download/ENCFF391EFO.fastq.gz,https://www.encodeproject.org/files/ENCFF493AAY/@@download/ENCFF493AAY.fastq.gz,https://www.encodeproject.org/files/ENCFF743SMH/@@download/ENCFF743SMH.fastq.gz,https://www.encodeproject.org/files/ENCFF047NSE/@@download/ENCFF047NSE.fastq.gz
HDGF-human,1,https://www.encodeproject.org/files/ENCFF112IGA/@@download/ENCFF112IGA.fastq.gz,https://www.encodeproject.org/files/ENCFF302OWI/@@download/ENCFF302OWI.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
HDGF-human,2,https://www.encodeproject.org/files/ENCFF214MWL/@@download/ENCFF214MWL.fastq.gz,https://www.encodeproject.org/files/ENCFF664YJD/@@download/ENCFF664YJD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
HDGF-human,3,https://www.encodeproject.org/files/ENCFF256BLE/@@download/ENCFF256BLE.fastq.gz,https://www.encodeproject.org/files/ENCFF513AFY/@@download/ENCFF513AFY.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
HDGF-human,4,https://www.encodeproject.org/files/ENCFF324VNE/@@download/ENCFF324VNE.fastq.gz,https://www.encodeproject.org/files/ENCFF598OBQ/@@download/ENCFF598OBQ.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
HES1-human,1,https://www.encodeproject.org/files/ENCFF429KAX/@@download/ENCFF429KAX.fastq.gz,https://www.encodeproject.org/files/ENCFF887TVH/@@download/ENCFF887TVH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
HES1-human,2,https://www.encodeproject.org/files/ENCFF583IRH/@@download/ENCFF583IRH.fastq.gz,https://www.encodeproject.org/files/ENCFF600EDO/@@download/ENCFF600EDO.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
HINFP-human,1,https://www.encodeproject.org/files/ENCFF224KMR/@@download/ENCFF224KMR.fastq.gz,https://www.encodeproject.org/files/ENCFF423ZOG/@@download/ENCFF423ZOG.fastq.gz,https://www.encodeproject.org/files/ENCFF241ECN/@@download/ENCFF241ECN.fastq.gz,https://www.encodeproject.org/files/ENCFF217VQE/@@download/ENCFF217VQE.fastq.gz
HINFP-human,2,https://www.encodeproject.org/files/ENCFF541TDH/@@download/ENCFF541TDH.fastq.gz,https://www.encodeproject.org/files/ENCFF551WWR/@@download/ENCFF551WWR.fastq.gz,https://www.encodeproject.org/files/ENCFF241ECN/@@download/ENCFF241ECN.fastq.gz,https://www.encodeproject.org/files/ENCFF217VQE/@@download/ENCFF217VQE.fastq.gz
HLTF-human,1,https://www.encodeproject.org/files/ENCFF017GMQ/@@download/ENCFF017GMQ.fastq.gz,https://www.encodeproject.org/files/ENCFF787PGA/@@download/ENCFF787PGA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
HLTF-human,2,https://www.encodeproject.org/files/ENCFF565HIN/@@download/ENCFF565HIN.fastq.gz,https://www.encodeproject.org/files/ENCFF873BJL/@@download/ENCFF873BJL.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ID3-human,1,https://www.encodeproject.org/files/ENCFF542CMJ/@@download/ENCFF542CMJ.fastq.gz,https://www.encodeproject.org/files/ENCFF780YRV/@@download/ENCFF780YRV.fastq.gz,https://www.encodeproject.org/files/ENCFF622ATI/@@download/ENCFF622ATI.fastq.gz,https://www.encodeproject.org/files/ENCFF114DVM/@@download/ENCFF114DVM.fastq.gz
ID3-human,2,https://www.encodeproject.org/files/ENCFF548RTA/@@download/ENCFF548RTA.fastq.gz,https://www.encodeproject.org/files/ENCFF916QKA/@@download/ENCFF916QKA.fastq.gz,https://www.encodeproject.org/files/ENCFF622ATI/@@download/ENCFF622ATI.fastq.gz,https://www.encodeproject.org/files/ENCFF114DVM/@@download/ENCFF114DVM.fastq.gz
IKZF1-human,1,https://www.encodeproject.org/files/ENCFF015LUT/@@download/ENCFF015LUT.fastq.gz,https://www.encodeproject.org/files/ENCFF424OOE/@@download/ENCFF424OOE.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
IKZF1-human,2,https://www.encodeproject.org/files/ENCFF156ZUZ/@@download/ENCFF156ZUZ.fastq.gz,https://www.encodeproject.org/files/ENCFF738CWY/@@download/ENCFF738CWY.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
IKZF1-human,3,https://www.encodeproject.org/files/ENCFF222FXU/@@download/ENCFF222FXU.fastq.gz,https://www.encodeproject.org/files/ENCFF687HHR/@@download/ENCFF687HHR.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
IKZF1-human,4,https://www.encodeproject.org/files/ENCFF245IWG/@@download/ENCFF245IWG.fastq.gz,https://www.encodeproject.org/files/ENCFF936LDI/@@download/ENCFF936LDI.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
ILF3-human,1,https://www.encodeproject.org/files/ENCFF182MTO/@@download/ENCFF182MTO.fastq.gz,https://www.encodeproject.org/files/ENCFF949NMY/@@download/ENCFF949NMY.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz
ILF3-human,2,https://www.encodeproject.org/files/ENCFF645ZWB/@@download/ENCFF645ZWB.fastq.gz,https://www.encodeproject.org/files/ENCFF981WLR/@@download/ENCFF981WLR.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz
ILF3-human,3,https://www.encodeproject.org/files/ENCFF656SJN/@@download/ENCFF656SJN.fastq.gz,https://www.encodeproject.org/files/ENCFF871MFF/@@download/ENCFF871MFF.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz
ILK-human,1,https://www.encodeproject.org/files/ENCFF007IDQ/@@download/ENCFF007IDQ.fastq.gz,https://www.encodeproject.org/files/ENCFF908PTR/@@download/ENCFF908PTR.fastq.gz,https://www.encodeproject.org/files/ENCFF904LUM/@@download/ENCFF904LUM.fastq.gz,https://www.encodeproject.org/files/ENCFF823MCH/@@download/ENCFF823MCH.fastq.gz
ILK-human,2,https://www.encodeproject.org/files/ENCFF188LAZ/@@download/ENCFF188LAZ.fastq.gz,https://www.encodeproject.org/files/ENCFF395XDN/@@download/ENCFF395XDN.fastq.gz,https://www.encodeproject.org/files/ENCFF904LUM/@@download/ENCFF904LUM.fastq.gz,https://www.encodeproject.org/files/ENCFF823MCH/@@download/ENCFF823MCH.fastq.gz
IRF1-human,1,https://www.encodeproject.org/files/ENCFF031RWN/@@download/ENCFF031RWN.fastq.gz,https://www.encodeproject.org/files/ENCFF031WIT/@@download/ENCFF031WIT.fastq.gz,https://www.encodeproject.org/files/ENCFF285JYI/@@download/ENCFF285JYI.fastq.gz,https://www.encodeproject.org/files/ENCFF420KFM/@@download/ENCFF420KFM.fastq.gz
IRF1-human,2,https://www.encodeproject.org/files/ENCFF071PWE/@@download/ENCFF071PWE.fastq.gz,https://www.encodeproject.org/files/ENCFF602NSL/@@download/ENCFF602NSL.fastq.gz,https://www.encodeproject.org/files/ENCFF420KFM/@@download/ENCFF420KFM.fastq.gz,https://www.encodeproject.org/files/ENCFF285JYI/@@download/ENCFF285JYI.fastq.gz
IRF9-human,1,https://www.encodeproject.org/files/ENCFF034WFD/@@download/ENCFF034WFD.fastq.gz,https://www.encodeproject.org/files/ENCFF183THJ/@@download/ENCFF183THJ.fastq.gz,https://www.encodeproject.org/files/ENCFF614IRS/@@download/ENCFF614IRS.fastq.gz,https://www.encodeproject.org/files/ENCFF817GNU/@@download/ENCFF817GNU.fastq.gz
IRF9-human,2,https://www.encodeproject.org/files/ENCFF137GVE/@@download/ENCFF137GVE.fastq.gz,https://www.encodeproject.org/files/ENCFF991EAW/@@download/ENCFF991EAW.fastq.gz,https://www.encodeproject.org/files/ENCFF614IRS/@@download/ENCFF614IRS.fastq.gz,https://www.encodeproject.org/files/ENCFF817GNU/@@download/ENCFF817GNU.fastq.gz
KAT8-human,1,https://www.encodeproject.org/files/ENCFF005NCE/@@download/ENCFF005NCE.fastq.gz,https://www.encodeproject.org/files/ENCFF932SKI/@@download/ENCFF932SKI.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
KAT8-human,2,https://www.encodeproject.org/files/ENCFF093OLE/@@download/ENCFF093OLE.fastq.gz,https://www.encodeproject.org/files/ENCFF505YGU/@@download/ENCFF505YGU.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
KDM1A-human,1,https://www.encodeproject.org/files/ENCFF147CXN/@@download/ENCFF147CXN.fastq.gz,https://www.encodeproject.org/files/ENCFF408SWF/@@download/ENCFF408SWF.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz
KDM1A-human,2,https://www.encodeproject.org/files/ENCFF263QAS/@@download/ENCFF263QAS.fastq.gz,https://www.encodeproject.org/files/ENCFF763NMB/@@download/ENCFF763NMB.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz
KDM1A-human,3,https://www.encodeproject.org/files/ENCFF401OZY/@@download/ENCFF401OZY.fastq.gz,https://www.encodeproject.org/files/ENCFF672AOW/@@download/ENCFF672AOW.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz
KDM1A-human,4,https://www.encodeproject.org/files/ENCFF468WZY/@@download/ENCFF468WZY.fastq.gz,https://www.encodeproject.org/files/ENCFF761NME/@@download/ENCFF761NME.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz
KDM1A-human,5,https://www.encodeproject.org/files/ENCFF841YFZ/@@download/ENCFF841YFZ.fastq.gz,https://www.encodeproject.org/files/ENCFF990RFH/@@download/ENCFF990RFH.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz
KDM4B-human,1,https://www.encodeproject.org/files/ENCFF571BGG/@@download/ENCFF571BGG.fastq.gz,https://www.encodeproject.org/files/ENCFF686DFA/@@download/ENCFF686DFA.fastq.gz,https://www.encodeproject.org/files/ENCFF259GQA/@@download/ENCFF259GQA.fastq.gz,https://www.encodeproject.org/files/ENCFF837MIV/@@download/ENCFF837MIV.fastq.gz
KDM4B-human,2,https://www.encodeproject.org/files/ENCFF807ATT/@@download/ENCFF807ATT.fastq.gz,https://www.encodeproject.org/files/ENCFF938LON/@@download/ENCFF938LON.fastq.gz,https://www.encodeproject.org/files/ENCFF502GTS/@@download/ENCFF502GTS.fastq.gz,https://www.encodeproject.org/files/ENCFF498JMO/@@download/ENCFF498JMO.fastq.gz
KHSRP-human,1,https://www.encodeproject.org/files/ENCFF044UBR/@@download/ENCFF044UBR.fastq.gz,https://www.encodeproject.org/files/ENCFF270RLC/@@download/ENCFF270RLC.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
KHSRP-human,2,https://www.encodeproject.org/files/ENCFF323SPJ/@@download/ENCFF323SPJ.fastq.gz,https://www.encodeproject.org/files/ENCFF437GIK/@@download/ENCFF437GIK.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
KLF1-human,1,https://www.encodeproject.org/files/ENCFF438UFH/@@download/ENCFF438UFH.fastq.gz,https://www.encodeproject.org/files/ENCFF994DFN/@@download/ENCFF994DFN.fastq.gz,https://www.encodeproject.org/files/ENCFF419AVJ/@@download/ENCFF419AVJ.fastq.gz,https://www.encodeproject.org/files/ENCFF918QAP/@@download/ENCFF918QAP.fastq.gz
KLF1-human,2,https://www.encodeproject.org/files/ENCFF807OLO/@@download/ENCFF807OLO.fastq.gz,https://www.encodeproject.org/files/ENCFF942FDD/@@download/ENCFF942FDD.fastq.gz,https://www.encodeproject.org/files/ENCFF419AVJ/@@download/ENCFF419AVJ.fastq.gz,https://www.encodeproject.org/files/ENCFF918QAP/@@download/ENCFF918QAP.fastq.gz
KLF13-human,1,https://www.encodeproject.org/files/ENCFF358PYP/@@download/ENCFF358PYP.fastq.gz,https://www.encodeproject.org/files/ENCFF684JBQ/@@download/ENCFF684JBQ.fastq.gz,https://www.encodeproject.org/files/ENCFF697PWI/@@download/ENCFF697PWI.fastq.gz,https://www.encodeproject.org/files/ENCFF486HGM/@@download/ENCFF486HGM.fastq.gz
KLF13-human,2,https://www.encodeproject.org/files/ENCFF519FTA/@@download/ENCFF519FTA.fastq.gz,https://www.encodeproject.org/files/ENCFF607CQM/@@download/ENCFF607CQM.fastq.gz,https://www.encodeproject.org/files/ENCFF697PWI/@@download/ENCFF697PWI.fastq.gz,https://www.encodeproject.org/files/ENCFF486HGM/@@download/ENCFF486HGM.fastq.gz
L3MBTL2-human,1,https://www.encodeproject.org/files/ENCFF139CLF/@@download/ENCFF139CLF.fastq.gz,https://www.encodeproject.org/files/ENCFF945QMW/@@download/ENCFF945QMW.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
L3MBTL2-human,2,https://www.encodeproject.org/files/ENCFF347VNR/@@download/ENCFF347VNR.fastq.gz,https://www.encodeproject.org/files/ENCFF756MPL/@@download/ENCFF756MPL.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
LARP7-human,1,https://www.encodeproject.org/files/ENCFF324CSR/@@download/ENCFF324CSR.fastq.gz,https://www.encodeproject.org/files/ENCFF351HKA/@@download/ENCFF351HKA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
LARP7-human,2,https://www.encodeproject.org/files/ENCFF582HZV/@@download/ENCFF582HZV.fastq.gz,https://www.encodeproject.org/files/ENCFF924YBQ/@@download/ENCFF924YBQ.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
LEF1-human,1,https://www.encodeproject.org/files/ENCFF037ZGC/@@download/ENCFF037ZGC.fastq.gz,https://www.encodeproject.org/files/ENCFF850KNY/@@download/ENCFF850KNY.fastq.gz,https://www.encodeproject.org/files/ENCFF368UOC/@@download/ENCFF368UOC.fastq.gz,https://www.encodeproject.org/files/ENCFF410PHD/@@download/ENCFF410PHD.fastq.gz
LEF1-human,2,https://www.encodeproject.org/files/ENCFF087CSK/@@download/ENCFF087CSK.fastq.gz,https://www.encodeproject.org/files/ENCFF660QON/@@download/ENCFF660QON.fastq.gz,https://www.encodeproject.org/files/ENCFF240DTE/@@download/ENCFF240DTE.fastq.gz,https://www.encodeproject.org/files/ENCFF608MDV/@@download/ENCFF608MDV.fastq.gz
LEF1-human,3,https://www.encodeproject.org/files/ENCFF103BRX/@@download/ENCFF103BRX.fastq.gz,https://www.encodeproject.org/files/ENCFF643QTB/@@download/ENCFF643QTB.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
LEF1-human,4,https://www.encodeproject.org/files/ENCFF211HML/@@download/ENCFF211HML.fastq.gz,https://www.encodeproject.org/files/ENCFF238ZLM/@@download/ENCFF238ZLM.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
MAFG-human,1,https://www.encodeproject.org/files/ENCFF131JSB/@@download/ENCFF131JSB.fastq.gz,https://www.encodeproject.org/files/ENCFF711WIA/@@download/ENCFF711WIA.fastq.gz,https://www.encodeproject.org/files/ENCFF211RBV/@@download/ENCFF211RBV.fastq.gz,https://www.encodeproject.org/files/ENCFF345KIN/@@download/ENCFF345KIN.fastq.gz
MAFG-human,2,https://www.encodeproject.org/files/ENCFF307CQO/@@download/ENCFF307CQO.fastq.gz,https://www.encodeproject.org/files/ENCFF683PDC/@@download/ENCFF683PDC.fastq.gz,https://www.encodeproject.org/files/ENCFF211RBV/@@download/ENCFF211RBV.fastq.gz,https://www.encodeproject.org/files/ENCFF345KIN/@@download/ENCFF345KIN.fastq.gz
MCM2-human,1,https://www.encodeproject.org/files/ENCFF158WAX/@@download/ENCFF158WAX.fastq.gz,https://www.encodeproject.org/files/ENCFF280MUX/@@download/ENCFF280MUX.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
MCM2-human,2,https://www.encodeproject.org/files/ENCFF274BMI/@@download/ENCFF274BMI.fastq.gz,https://www.encodeproject.org/files/ENCFF692YLS/@@download/ENCFF692YLS.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
MCM2-human,3,https://www.encodeproject.org/files/ENCFF439UCU/@@download/ENCFF439UCU.fastq.gz,https://www.encodeproject.org/files/ENCFF822VOO/@@download/ENCFF822VOO.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
MCM2-human,4,https://www.encodeproject.org/files/ENCFF516QHN/@@download/ENCFF516QHN.fastq.gz,https://www.encodeproject.org/files/ENCFF943CAF/@@download/ENCFF943CAF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
MCM3-human,1,https://www.encodeproject.org/files/ENCFF501RUA/@@download/ENCFF501RUA.fastq.gz,https://www.encodeproject.org/files/ENCFF721WRK/@@download/ENCFF721WRK.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
MCM3-human,2,https://www.encodeproject.org/files/ENCFF567PIT/@@download/ENCFF567PIT.fastq.gz,https://www.encodeproject.org/files/ENCFF568RGZ/@@download/ENCFF568RGZ.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
MCM5-human,1,https://www.encodeproject.org/files/ENCFF238TRM/@@download/ENCFF238TRM.fastq.gz,https://www.encodeproject.org/files/ENCFF447WZH/@@download/ENCFF447WZH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz
MCM5-human,2,https://www.encodeproject.org/files/ENCFF380XLB/@@download/ENCFF380XLB.fastq.gz,https://www.encodeproject.org/files/ENCFF611GML/@@download/ENCFF611GML.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
MCM5-human,3,https://www.encodeproject.org/files/ENCFF383AYS/@@download/ENCFF383AYS.fastq.gz,https://www.encodeproject.org/files/ENCFF710PPD/@@download/ENCFF710PPD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz
MCM5-human,4,https://www.encodeproject.org/files/ENCFF965IPJ/@@download/ENCFF965IPJ.fastq.gz,https://www.encodeproject.org/files/ENCFF967WPN/@@download/ENCFF967WPN.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFD/@@download/ENCFF002EFD.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFA/@@download/ENCFF002EFA.fastq.gz
MCM7-human,1,https://www.encodeproject.org/files/ENCFF051EDJ/@@download/ENCFF051EDJ.fastq.gz,https://www.encodeproject.org/files/ENCFF849GAI/@@download/ENCFF849GAI.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
MCM7-human,2,https://www.encodeproject.org/files/ENCFF121ACO/@@download/ENCFF121ACO.fastq.gz,https://www.encodeproject.org/files/ENCFF250AVG/@@download/ENCFF250AVG.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFH/@@download/ENCFF002EFH.fastq.gz,https://www.encodeproject.org/files/ENCFF002EFF/@@download/ENCFF002EFF.fastq.gz
